id,text,source,label,cleaned_text_1,cleaned_text_2
8345,Wanna be on The Tangorra Takeover show wishing @nicktangorra a happy 21st birthday? Tweet us with a short video message for Nick using ➡ #TangorraTakeover!,twitter,0,wan na tangorra takeover show wishing happy 21st birthday tweet us short video message nick using tangorratakeover,wan na be on the tangorra takeover show wishing a happy 21st birthday tweet us with a short video message for nick using tangorratakeover
8346,"Doctors told Charlene she was unable to conceive naturally, so they were stunned when she got pregnant at 19. At... https://t.co/k5OSvX2y1G",twitter,0,doctors told charlene unable conceive naturally stunned got pregnant https,doctors told charlene she was unable to conceive naturally so they were stunned when she got pregnant at at https
8347,"HAPPY 21st BIRTHDAY, pretty😘🎉 @laurareneaa",twitter,0,happy 21st birthday,happy 21st birthday
8348,"Happy 12th birthday, Roblox! Take a look back at the years that shaped us with our blog and celebrate with a special cake hat on us: https://t.co/SlJVM9pEPS #Roblox https://t.co/S4buxk4Iuo",twitter,0,happy 12th birthday roblox take look back years shaped us blog celebrate special cake hat us https roblox https,happy 12th birthday roblox take a look back at the years that shaped us with our blog and celebrate with a special cake hat on us https roblox https
8349,Morning dok.   Am lady aged 26 and dating a 29yrs old guy. This morning we had a weird conversation which made me... https://t.co/lvPkR39TmO,twitter,1,morning dok lady aged 26 dating 29yrs old guy morning weird conversation made https,morning dok am lady aged 26 and dating a 29yrs old guy this morning we had a weird conversation which made me https
8350,i turn 21 on the 1st and id love of you told me happy birthday! you’re literally my idol @KimKardashian 💚,twitter,1,turn 21 1st id love told happy birthday literally idol,i turn 21 on the 1st and id love of you told me happy birthday you re literally my idol
8351,"Last week on 5th May, we celebrated our 24th Anniversary #ThrowbackThursday24 years. 13 amazing facts. RT if u’ve experienced #JoyOfFlying https://t.co/Uih7Vng3Vh",twitter,0,last week 5th may celebrated 24th anniversary throwbackthursday24 years 13 amazing facts rt u experienced joyofflying https,last week on 5th may we celebrated our 24th anniversary throwbackthursday24 years 13 amazing facts rt if u ve experienced joyofflying https
8352,Can't believe I'm turning 19 in less than 2 months,twitter,1,ca believe turning 19 less 2 months,ca believe i turning 19 in less than 2 months
8353,can we fast forward to december pls n thanks. the fall semester ends a day before my 21st birthday 😬,twitter,1,fast forward december pls n thanks fall semester ends day 21st birthday,can we fast forward to december pls n thanks the fall semester ends a day before my 21st birthday
8354,Damn but I'm turning 29 😰,twitter,1,damn turning 29,damn but i turning 29
8355,Shoulda gone with me at 17 when I almost got kicked out bc my grandma tried to stick her elbow in the waters. https://t.co/wvBicVktCc,twitter,0,shoulda gone 17 almost got kicked bc grandma tried stick elbow waters https,shoulda gone with me at 17 when i almost got kicked out bc my grandma tried to stick her elbow in the waters https
8356,I find it sad that I'm an 18 year old female and I have to take flomax pills,twitter,1,find sad 18 year old female take flomax pills,i find it sad that i an 18 year old female and i have to take flomax pills
8357,It all went downhill when I turned 12,twitter,0,went downhill turned 12,it all went downhill when i turned 12
8358,turning 17 in 14 days,twitter,1,turning 17 14 days,turning 17 in 14 days
8359,Happy 18th birthday Paigey!!! @paigeashlyn0 https://t.co/dZI5xd7jk5,twitter,0,happy 18th birthday paigey https,happy 18th birthday paigey https
8360,It's so weird seeing my sister and all her friends she's known forever turning 21. Like they were just playing webkinz,twitter,0,weird seeing sister friends known forever turning like playing webkinz,it so weird seeing my sister and all her friends she known forever turning like they were just playing webkinz
8361,@rajanagastail okay I was wrong he died at the age of 18 but that's still incredibly young.,twitter,0,okay wrong died age 18 still incredibly young,okay i was wrong he died at the age of 18 but that still incredibly young
8362,"@McGiff Whats wrong with Rolf Harris? He is a lot more entertaining than you'll ever be!!! Better looking as well, even at 83!!",twitter,0,whats wrong rolf harris lot entertaining ever better looking well even 83,whats wrong with rolf harris he is a lot more entertaining than you ever be better looking as well even at 83
8363,"@ItsAll_AboutTee @BombshellChels What is happening?  I LOVE YOU @ItsAll_AboutTee.  What happened?  Also, how do they not address a player leaving?  I’ve never seen that (and I feel ancient at 34 🤦🏼‍♀️)",twitter,1,happening love happened also address player leaving never seen feel ancient 34,what is happening i love you what happened also how do they not address a player leaving i ve never seen that and i feel ancient at 34
8364,Troy P at 13? 📝📝 https://t.co/CvqYSS6Gid,twitter,0,troy p 13 https,troy p at 13 https
8365,"@GaffneyVLC He's never really stood out for Germany by all accounts, but I can't see how Draxler, who's not a regular at PSG and doesn't even have a fixed position at age 25, and Brandt get in regardless. Knowing Germany it'll probably work though.",twitter,0,never really stood germany accounts ca see draxler regular psg even fixed position age 25 brandt get regardless knowing germany probably work though,he never really stood out for germany by all accounts but i ca see how draxler who not a regular at psg and does even have a fixed position at age 25 and brandt get in regardless knowing germany it probably work though
8366,I'm Samantha like I told you I'm 32 years old singel with no kids i.m really looking for long-term relationship with honset and caring man,twitter,1,samantha like told 32 years old singel kids really looking relationship honset caring man,i samantha like i told you i 32 years old singel with no kids really looking for relationship with honset and caring man
8367,my mom lets my 13 y/o sister go to SA w her friend for a day but cries about me spending all day w my bf and i’m 18.... doesn’t add up,twitter,1,mom lets 13 sister go sa w friend day cries spending day w bf 18 add,my mom lets my 13 sister go to sa w her friend for a day but cries about me spending all day w my bf and i m 18 doesn t add up
8368,We are appealing for witnesses as a 25-year-old man remains in a critical condition following a stabbing on Green Street in #Enfield https://t.co/8Te8Qysggs,twitter,0,appealing witnesses man remains critical condition following stabbing green street enfield https,we are appealing for witnesses as a man remains in a critical condition following a stabbing on green street in enfield https
8369,@MyFairRosalind I went for my 30th and I LOVED it. Would do it again in a heartbeat.,twitter,0,went 30th loved would heartbeat,i went for my 30th and i loved it would do it again in a heartbeat
8370,My best friend turns 20 tomorrow!I hope you have the best day ever my love.You mean the world to us💕 @YaBoyBrentham https://t.co/XqvgXUJC6Z,twitter,0,best friend turns 20 tomorrow hope best day ever mean world https,my best friend turns 20 tomorrow i hope you have the best day ever my mean the world to https
8371,@AaronTheHooper Lmao man I’m trying to go out with a BANG for my 21st . What you got in mind,twitter,1,lmao man trying go bang 21st got mind,lmao man i m trying to go out with a bang for my 21st what you got in mind
8372,"In America, the average person reaches their lowest point of happiness at the age of 45.",twitter,0,america average person reaches lowest point happiness age 45,in america the average person reaches their lowest point of happiness at the age of 45
8373,You will taste Portuguese wines during the class (+18 years old) https://t.co/wzskYrhdN1,twitter,0,taste portuguese wines class years old https,you will taste portuguese wines during the class years old https
8374,&amp; now I'm just at the point that I'm good off them at 25 going on 26...😂 ass backwards.,twitter,1,amp point good 25 going 26 ass backwards,amp now i just at the point that i good off them at 25 going on 26 ass backwards
8375,Oh did i say my lil brother turned 18 today...he did!,twitter,0,oh say lil brother turned 18 today,oh did i say my lil brother turned 18 today he did
8376,☘️ GIVEAWAY FOR THE ACC I WON FROM WITHER ☘️HOW TO ENTER:FOLLOW @CimminoSells FOLLOW @jakeisaflex FOLLOW @SUP3RGAM3R1 MUST TURN NOTIFICATIONS ON AND SHOW PROOF TO BE ENTERED!!!ENDS AT 15 LIKES AND 15 RTS!! GOOD LUCK 😉,twitter,0,giveaway acc wither enter follow follow follow must turn notifications show proof entered ends 15 likes 15 rts good luck,giveaway for the acc i won from wither to enter follow follow follow must turn notifications on and show proof to be entered ends at 15 likes and 15 rts good luck
8377,"Hi guys,Last year on my birthday, it was the day after Muslim Ban 1.0 went into effect, and we raised $800 for @NILC_org.This year, given 45’s “shithole” comment and the ending of DACA and TSP, I’d like to hit a goal of $1000 for my birthday.https://t.co/UwHSaRRerz",twitter,0,hi guys last year birthday day muslim ban went effect raised 800 year given 45 shithole comment ending daca tsp like hit goal 1000,hi guys last year on my birthday it was the day after muslim ban went into effect and we raised 800 for year given 45 s shithole comment and the ending of daca and tsp i d like to hit a goal of 1000 for my
8378,Why do all girls make a big deal out of turning 21,twitter,0,girls make big deal turning 21,why do all girls make a big deal out of turning 21
8379,So I am 23 a week tomorrow and my baby will be wearing school uniform soon 😭 time is flying by!,twitter,1,23 week tomorrow baby wearing school uniform soon time flying,so i am 23 a week tomorrow and my baby will be wearing school uniform soon time is flying by
8380,Tryna be set by the age 25,twitter,0,tryna set age 25,tryna be set by the age 25
8381,Excited to go to Spain and drink wkd then BOOM heartbroken at 14 listening to sad songs on your iPod classic,twitter,0,excited go spain drink wkd boom heartbroken 14 listening sad songs ipod classic,excited to go to spain and drink wkd then boom heartbroken at 14 listening to sad songs on your ipod classic
8382,"Vampire does exist I mean look at her, 47years old but not aging at all https://t.co/ZazDhpv9MJ",twitter,0,vampire exist mean look 47years old aging https,vampire does exist i mean look at her 47years old but not aging at all https
8383,RTs are not endorsements. They're simply connecting the dots showing up in the past 24 hour news cycle. I am 52 years old and remember when the fear was my countrymen and birth city women over running the world with too many children. Where is that fear and that birthrate now?,twitter,1,rts endorsements simply connecting dots showing past 24 hour news cycle 52 years old remember fear countrymen birth city women running world many children fear birthrate,rts are not endorsements they simply connecting the dots showing up in the past 24 hour news cycle i am 52 years old and remember when the fear was my countrymen and birth city women over running the world with too many children where is that fear and that birthrate now
8384,Well I was just asked if I was 15 years old. Good to know I'm looking 10 years younger than I really am!,twitter,1,well asked 15 years old good know looking 10 years younger really,well i was just asked if i was 15 years old good to know i looking 10 years younger than i really am
8385,I can't wait until me &amp; my bitch take our birthday trip #april2017 #22 💅🏼,twitter,1,ca wait amp bitch take birthday trip april2017 22,i ca wait until me amp my bitch take our birthday trip april2017 22
8386,@CalgaryPolice are hoping you can help them find 51 y/o Christine MacMillan. Last seen April 17th. #yyc https://t.co/TGkD00LqKi,twitter,0,hoping help find 51 christine macmillan last seen april 17th yyc https,are hoping you can help them find 51 christine macmillan last seen april 17th yyc https
8387,I am 22 in 22 days on the 22nd! #champagnebirthday 🍾,twitter,1,22 22 days 22nd champagnebirthday,i am 22 in 22 days on the 22nd champagnebirthday
8388,"This guy is judging me so hard right now and I couldn't care less. Yes, I am a 19 year old mother that has a failed marriage. I'm also a",twitter,1,guy judging hard right could care less yes 19 year old mother failed marriage also,this guy is judging me so hard right now and i could care less yes i am a 19 year old mother that has a failed marriage i also a
8389,@JayCaruso @MaxBoot @IngrahamAngle Then you've done your job tonight. I've been shaking w/rage for hours. Son had cancer at 23. Now 34. Will be bankrupt/uninsured. I now hate,twitter,0,done job tonight shaking hours son cancer hate,then you done your job tonight i been shaking for hours son had cancer at now will be i now hate
8390,"As ambassadors for the next generation, teenagers must have a say in the future of food.If you're 13-19 years old and want your voice to be heard, this is your opportunity! https://t.co/1XdNVTU18t #Teenovators #SaC19 #GenZ #FondazioneRava @Fondazione_Rava https://t.co/BmzkwH6FSU",twitter,0,ambassadors next generation teenagers must say future years old want voice heard opportunity https teenovators sac19 genz fondazionerava https,as ambassadors for the next generation teenagers must have a say in the future of you years old and want your voice to be heard this is your opportunity https teenovators sac19 genz fondazionerava https
8391,Finally 13👸🏾💕 https://t.co/H7tqk7EzXv,twitter,1,finally https,finally https
8392,"I’d like to thank Fergie, Gwen Stefani, and Webbie for teaching my 13-yr old self how to spell. Without which my spelling abilities may have suffered. Much gratitude.",twitter,0,like thank fergie gwen stefani webbie teaching old self spell without spelling abilities may suffered much gratitude,i d like to thank fergie gwen stefani and webbie for teaching my old self how to spell without which my spelling abilities may have suffered much gratitude
8393,#getinsun guess who's going to uni at the grand old age of 37 #abouttime I can't wait https://t.co/pTkE5tI115,twitter,1,getinsun guess going uni grand old age 37 abouttime ca wait https,getinsun guess who going to uni at the grand old age of 37 abouttime i ca wait https
8394,To my followers who aren’t adults yet: Don’t ever bring that “if you can’t get off your ass and make a video” mentality. None of you possess it thank the lord. Not everyone can be 16 years old again with ZERO responsibility. Life gets serious. Simple as that.,twitter,0,followers adults yet ever bring get ass make video mentality none possess thank lord everyone 16 years old zero responsibility life gets serious simple,to my followers who aren t adults yet don t ever bring that if you can t get off your ass and make a video mentality none of you possess it thank the lord not everyone can be 16 years old again with zero responsibility life gets serious simple as that
8395,Clayton Kershaw has thrown 39 pitches through 3 innings.Chase Anderson threw 43 pitches in the 1st inning and is at 80 pitches through 3.#Brewers #ThisIsMyCrew,twitter,0,clayton kershaw thrown 39 pitches 3 anderson threw 43 pitches 1st inning 80 pitches brewers thisismycrew,clayton kershaw has thrown 39 pitches through 3 anderson threw 43 pitches in the 1st inning and is at 80 pitches through brewers thisismycrew
8396,HAPPY 22nd BIRTHDAY BREN BREN. Even though im still taller and i can totally out drink you 😘😘 @bschaeffer12 https://t.co/NRiwtDuB20,twitter,0,happy 22nd birthday bren bren even though im still taller totally drink https,happy 22nd birthday bren bren even though im still taller and i can totally out drink you https
8397,What it’s like to go through chemotherapy at 26 https://t.co/jAQbozGDBn,twitter,0,like go chemotherapy 26 https,what it s like to go through chemotherapy at 26 https
8398,happy birthday Allison!! I love you so much &amp; have a great 18th birthday! ❤️❤️ :) https://t.co/Opp15HirCk,twitter,0,happy birthday allison love much amp great 18th birthday https,happy birthday allison i love you so much amp have a great 18th birthday https
8399,He was in jail for 10 years and got a discounted child support price of $36 a week,twitter,0,jail 10 years got discounted child support price 36 week,he was in jail for 10 years and got a discounted child support price of 36 a week
8400,"Hi @Harry_Styles how are you? My 18th birthday is near could you please FOLLOW ME as a gift 🙏 Thank you for everything! All the love x8,328",twitter,1,hi 18th birthday near could please follow gift thank everything love,hi how are you my 18th birthday is near could you please follow me as a gift thank you for everything all the love
8401,15YO and the white House Chief Inspector of you go! The new stuff (Like me) have to know,twitter,0,15yo white house chief inspector go new stuff like know,15yo and the white house chief inspector of you go the new stuff like me have to know
8402,Happy Birthday to meeee. @Warcraft movie is on in 25 minutes! 😍 https://t.co/pmp0CxYuKb,twitter,0,happy birthday meeee movie 25 minutes https,happy birthday to meeee movie is on in 25 minutes https
8403,@mevalezero You can't go that's my 22nd birthday dumb bitch,twitter,1,ca go 22nd birthday dumb bitch,you ca go that my 22nd birthday dumb bitch
8404,"Getting a better pc soon that means(Also my birthday soon to!)~April 30~Gmod,csgo videos and more! https://t.co/ir8P1LuSvx",twitter,0,getting better pc soon means also birthday soon csgo videos https,getting a better pc soon that means also my birthday soon to csgo videos and more https
8405,My 18th bday is next Tuesday and idk wtf ima do,twitter,1,18th bday next tuesday idk wtf ima,my 18th bday is next tuesday and idk wtf ima do
8406,Happy 22nd birthday Zee @x_SocietyMisFit 💙 I hope you have fun &amp; enjoy it ✨,twitter,0,happy 22nd birthday zee hope fun amp enjoy,happy 22nd birthday zee i hope you have fun amp enjoy it
8407,My 20th was so lit. Thanks everybody! 😘,twitter,1,20th lit thanks everybody,my 20th was so lit thanks everybody
8408,Heading out to celebrate my brother turning 40... 40! That means I’m not far behind... 😳😫😩🤭,twitter,0,heading celebrate brother turning 40 40 means far behind,heading out to celebrate my brother turning 40 40 that means i m not far behind
8409,@PowerDragon_ XD I'm not a bad guy! Google should tell you my birthday is on 4/15 :D,twitter,0,xd bad guy google tell birthday,xd i not a bad guy google should tell you my birthday is on d
8410,COPD is disease of elderly So how is it that @NEJM COPD study has mean age of 64? 33 exclusion criteria! #geriatrics https://t.co/YdbkFJzbSu,twitter,0,copd disease elderly copd study mean age 64 33 exclusion criteria geriatrics https,copd is disease of elderly so how is it that copd study has mean age of 64 33 exclusion criteria geriatrics https
8411,Blessed to see 22! Happy Birthday to me! 💃🏽🎉,twitter,1,blessed see 22 happy birthday,blessed to see 22 happy birthday to me
8412,@VictoriaIlagan_ He asked me nga pala if we are still talking pa daw and I said yes. I think he's here for the 75th birthday of lolo. (3),twitter,0,asked nga pala still talking pa daw said yes think 75th birthday lolo 3,he asked me nga pala if we are still talking pa daw and i said yes i think he here for the 75th birthday of lolo 3
8413,I wonder what my life gonna look like at age 30,twitter,0,wonder life gon na look like age 30,i wonder what my life gon na look like at age 30
8414,@ my suprise 51st birthday dinner https://t.co/PknVZn7DZe,twitter,1,suprise 51st birthday dinner https,my suprise 51st birthday dinner https
8415,@prophiphop I'm 28 and could be getting a 10yo stepson soon. Advice?,twitter,1,28 could getting 10yo stepson soon advice,i 28 and could be getting a 10yo stepson soon advice
8416,Turning 27 this year.. So what?! Race ba eto? Paki explain. Hindi naman.. Hahaha,twitter,1,turning 27 year race ba eto paki explain hindi naman hahaha,turning 27 this year so what race ba eto paki explain hindi naman hahaha
8417,in my 21 years of living i have never known anyone as naturally beautiful as julian casablancas https://t.co/TFQDM8yyIA,twitter,1,21 years living never known anyone naturally beautiful julian casablancas https,in my 21 years of living i have never known anyone as naturally beautiful as julian casablancas https
8418,Trump supporter puts the fire out at 13&amp;K out so a protester grabs his hat and then they scuffle #Inauguration https://t.co/UMDGrWfNjw,twitter,0,trump supporter puts fire 13 amp k protester grabs hat scuffle inauguration https,trump supporter puts the fire out at 13 amp k out so a protester grabs his hat and then they scuffle inauguration https
8419,21 in 10 days ... outta hea gone,twitter,1,21 10 days outta hea gone,21 in 10 days outta hea gone
8420,hello harry✼̥*ೄi hope your'e okay. my birthday is in 26 days! mind following me as a gift? i love you Infinity ᵕ̈@Harry_Styles-75.488,twitter,0,hello hope e okay birthday 26 days mind following gift love infinity,hello hope your e okay my birthday is in 26 days mind following me as a gift i love you infinity
8421,"I lost my mom in the mall for 30 mins, lost track of time and didn't look at my phone. I'm 25 years old and she reported it as an emergency &amp; had them looking for me. They wouldn't help her b/c they said I'm old enough, she said I was special needs, so they were sure looking 🙄😭",twitter,1,lost mom mall 30 mins lost track time look phone 25 years old reported emergency amp looking would help said old enough said special needs sure looking,i lost my mom in the mall for 30 mins lost track of time and did look at my phone i 25 years old and she reported it as an emergency amp had them looking for me they would help her they said i old enough she said i was special needs so they were sure looking
8422,@imanizh Because how tf we turning 25? I’ll feel better if I lie and say I’m turning 21 because I’ll look 21 at least 😂,twitter,1,tf turning 25 feel better lie say turning 21 look 21 least,because how tf we turning 25 i ll feel better if i lie and say i m turning 21 because i ll look 21 at least
8423,✨𝗗𝗲𝗮𝗿 𝗠𝘆 𝗟𝗶𝘁𝘁𝗹𝗲 𝗦𝘁𝗮𝗿✨Happy 24th Birthday Project-𝟎𝟑&lt;𝐂𝐎𝐄𝐗 𝐌𝐀𝐋𝐋 𝟏𝟎𝟎𝐦 𝐋𝐄𝐃&gt;🌟2019.06.07-2019.06.17📍Line 2/ SamseongLOVE FROM：hoshi_store &amp; China Hoshi Bar &amp; HOSHI CHINESE FANS #호시 #HOSHI #权顺荣 https://t.co/DR0A14tIkq,twitter,0,24th birthday lt gt samseonglove amp china hoshi bar amp hoshi chinese fans hoshi https,24th birthday lt gt samseonglove amp china hoshi bar amp hoshi chinese fans hoshi https
8424,"@markrohrer90  I'm a 62-year-old Disability Studies specialist—from Montreal,  Canada—who since 2012 has been campaigning daily on Twitter and communicating frequently with the UN's human rights office, in Geneva, on the welfare crisis impacting U.K.'s sick and disabled.",twitter,1,disability studies montreal since 2012 campaigning daily twitter communicating frequently un human rights office geneva welfare crisis impacting sick disabled,i a disability studies montreal since 2012 has been campaigning daily on twitter and communicating frequently with the un human rights office in geneva on the welfare crisis impacting sick and disabled
8425,Winning a Grand Slam without dropping a set at the age of 35 - Sir Roger Federer you are Legend #Wimbledon #Champion 🎾🐐🐐,twitter,0,winning grand slam without dropping set age 35 sir roger federer legend wimbledon champion,winning a grand slam without dropping a set at the age of 35 sir roger federer you are legend wimbledon champion
8426,"@Jayne_Pea Been there, done that... many times.  I was between 5 and 12 years old at the time :)",twitter,0,done many times 5 12 years old time,been there done that many times i was between 5 and 12 years old at the time
8427,I can't wait to turn 21! I can legally go out for a drink,twitter,1,ca wait turn 21 legally go drink,i ca wait to turn 21 i can legally go out for a drink
8428,@iwassmiling 2017 was the worst year. I am 31 years old and in 2017 I cried more than for my whole life. But 2017 was also a good year because Chester was with us. It is true that nothing will fill this emptiness.,twitter,1,2017 worst year 31 years old 2017 cried whole life 2017 also good year chester us true nothing fill emptiness,2017 was the worst year i am 31 years old and in 2017 i cried more than for my whole life but 2017 was also a good year because chester was with us it is true that nothing will fill this emptiness
8429,37 days until i turn 19 !!!! 🤪🤪🤪🤪🤪,twitter,1,37 days turn 19,37 days until i turn 19
8430,"You know who is irredeemably  unintelligent to say Morata is more intelligent than Lukaku? You. If you were half as intelligent as Lukaku shadow, you wouldn't ever call someone with almost 200 goals at 24 unintelligent.",twitter,0,know irredeemably unintelligent say morata intelligent lukaku half intelligent lukaku shadow would ever call someone almost 200 goals 24 unintelligent,you know who is irredeemably unintelligent to say morata is more intelligent than lukaku you if you were half as intelligent as lukaku shadow you would ever call someone with almost 200 goals at 24 unintelligent
8431,The fact I don't have to get up till 12 tomorrow 🙌 #summershow,twitter,0,fact get till 12 tomorrow summershow,the fact i do have to get up till 12 tomorrow summershow
8432,I shaved off my eyebrows when i was 6...and finally at the ripe age of 22 they are almost grown back😅,twitter,1,shaved eyebrows 6 finally ripe age 22 almost grown,i shaved off my eyebrows when i was 6 and finally at the ripe age of 22 they are almost grown
8433,"In completely unrelated news, I am announcing my retirement at 35. https://t.co/3W5zxdzmHR",twitter,1,completely unrelated news announcing retirement https,in completely unrelated news i am announcing my retirement at https
8434,"Meet Amisa, an 11yo girl living in a #refugee camp in #Tanzania in @nothingbutnets new #VR film!… https://t.co/k3DnEdOTvH",twitter,0,meet amisa 11yo girl living refugee camp tanzania new vr film https,meet amisa an 11yo girl living in a refugee camp in tanzania in new vr film https
8435,"Coventry's keepers out warming up. The chap in the blue shirt is Steve Ogrizovic, 60 years young, who is still the keeper coach. He's almost as big a legend at City as @Whingy2 . https://t.co/GmgQ3C2FbW",twitter,0,coventry keepers warming chap blue shirt steve ogrizovic 60 years young still keeper coach almost big legend city https,coventry keepers out warming up the chap in the blue shirt is steve ogrizovic 60 years young who is still the keeper coach he almost as big a legend at city as https
8436,Happy 22th Birthday mek @fizahzakaria ! 🎈 Thank you for all your kindness towards me. Wishing… https://t.co/Nn0R5wi4pL,twitter,0,happy 22th birthday mek thank kindness towards https,happy 22th birthday mek thank you for all your kindness towards me https
8437,CAME A LONG WAY 🤘🏾 #BIG24 https://t.co/Rs9W8vxJdE,twitter,0,came long way big24 https,came a long way big24 https
8438,So I guess being a stripper at 18 is the new move lol,twitter,0,guess stripper 18 new move lol,so i guess being a stripper at 18 is the new move lol
8439,@OmarRudberg @thefooomusic My birthday is May 13! Please follow me!I drew it!!!!170 http://t.co/QB4Ze2NQ7B,twitter,0,birthday may 13 please follow drew 170 http,my birthday is may 13 please follow me i drew it 170 http
8440,"#Innocent 22 yr old stabbed to #death by convicted criminal #Craig #Tanber outside Patsy’s Irish Pub, located at 28… https://t.co/62zQ9SII1D",twitter,0,innocent 22 yr old stabbed death convicted criminal craig tanber outside patsy irish pub located https,innocent 22 yr old stabbed to death by convicted criminal craig tanber outside patsy s irish pub located at https
8441,Looking for new female Wireless cast member soon. To play nurse Age 20/35 email keychainlinks@yahoo.co.uk headshot &amp; cv (showreel) thanks,twitter,0,looking new female wireless cast member soon play nurse age email headshot amp cv showreel thanks,looking for new female wireless cast member soon to play nurse age email headshot amp cv showreel thanks
8442,"I’m in my 32nd week &amp; after the scare I had today, I realized it’s time to get my shit together &amp; start prepping baby’s things 😭",twitter,0,32nd week amp scare today realized time get shit together amp start prepping baby things,i m in my 32nd week amp after the scare i had today i realized it s time to get my shit together amp start prepping baby s things
8443,"@YabaiKankei That's what 54 years of age looks like on a Japanese woman? Man, I always knew Japanese women aged nicely. Too bad she's a fraudster.",twitter,0,54 years age looks like japanese woman man always knew japanese women aged nicely bad fraudster,that what 54 years of age looks like on a japanese woman man i always knew japanese women aged nicely too bad she a fraudster
8444,But I’m off my rant. 🤷🏾‍♀️ I’m turning 21 again next week so I’m about to be lit.,twitter,1,rant turning 21 next week lit,but i m off my rant i m turning 21 again next week so i m about to be lit
8445,WATCH; A 12y.o. Argentinian boy narrowly misses being struck by lightning. Afortunado es este niño Argentino casi… https://t.co/zeEHnNY3O7,twitter,0,watch argentinian boy narrowly misses struck lightning afortunado es este argentino https,watch a argentinian boy narrowly misses being struck by lightning afortunado es este argentino https
8446,#DhanlaxmiBank share price increased by 43% in a week @NewIndianXpress #Banking,twitter,0,dhanlaxmibank share price increased 43 week banking,dhanlaxmibank share price increased by 43 in a week banking
8447,"@Killian_Whelan Poor bunch all right but why is a 74 yo allowed get into a job for 7 years when most people are made to retire at 66/67. He all ready had a pension from UCG, ministers and presidential he should just head west with his pot of gold",twitter,0,poor bunch right 74 yo allowed get job 7 years people made retire ready pension ucg ministers presidential head west pot gold,poor bunch all right but why is a 74 yo allowed get into a job for 7 years when most people are made to retire at he all ready had a pension from ucg ministers and presidential he should just head west with his pot of gold
8448,@conorbrn @jamajestical @marlor_marie Is this some kind of youthful observation? I’m 69 years old son.,twitter,1,kind youthful observation 69 years old son,is this some kind of youthful observation i m 69 years old son
8449,[TRANS] Time travel ⏰I'm.. actually 17 years old 👀#HighSchoolHyun#InReality27YearsOld https://t.co/W5mNQsoXKg,twitter,1,trans time travel actually 17 years old highschoolhyun inreality27yearsold https,trans time travel actually 17 years old highschoolhyun inreality27yearsold https
8450,My 17th birthday is Monday :),twitter,1,17th birthday monday,my 17th birthday is monday
8451,@YoungerTV @Tessa_Albertson @sfosternyc @debimazar For the generation of today yes . “If it’s not about me I better have a stone to throw at you “ kinda of personality . I was disappointed but it’s true to how they were raised (the 20 y.o. Of today),twitter,0,generation today yes better stone throw kinda personality disappointed true raised 20 today,for the generation of today yes if it s not about me i better have a stone to throw at you kinda of personality i was disappointed but it s true to how they were raised the 20 of today
8452,@ipravallika Maintaining that charm at the age of 61 👌🙏#HappyBirthdayChiranjeevi https://t.co/pTTfmLStHP,twitter,0,maintaining charm age 61 happybirthdaychiranjeevi https,maintaining that charm at the age of 61 happybirthdaychiranjeevi https
8453,The Simpson’s is the beast TV show! 30 years old wow!! https://t.co/KBuaKL6faY,twitter,0,simpson beast tv show 30 years old wow https,the simpson s is the beast tv show 30 years old wow https
8454,Advanceee 19th birthday bitchhhhh?? Lol wuv u with all my heart mwah! https://t.co/ZhQHSMdbzg,twitter,0,advanceee 19th birthday bitchhhhh lol wuv u heart mwah https,advanceee 19th birthday bitchhhhh lol wuv u with all my heart mwah https
8455,@SweetLilyBloom @FeistyRose_RP That make you 13 years old,twitter,0,make 13 years old,that make you 13 years old
8456,"@ToesTamil hi I'm Piper... Welcome to my page!... I'm a 16 year old smoke colored kitty that's deaf and has  high anxiety.. I have one sister, three brothers and a protector!... here's a picture of me! https://t.co/JshQDmslEY",twitter,0,hi piper welcome page 16 year old smoke colored kitty deaf high anxiety one sister three brothers protector picture https,hi i piper welcome to my page i a 16 year old smoke colored kitty that deaf and has high anxiety i have one sister three brothers and a protector here a picture of me https
8457,"Congratulations on your brown bear, Calie!This amazing 10y/o took her shot within 20ft away, walking right towards her. ""Her first ever straight on chest shot and she split..""https://t.co/dX8U47JHWI #hunting #huntinglife #huntingISconservation #bearhunting #alaskalife #alaska https://t.co/oLvk8tKY5p",twitter,0,congratulations brown bear calie amazing took shot within 20ft away walking right towards first ever straight chest shot split https hunting huntinglife huntingisconservation bearhunting alaskalife alaska https,congratulations on your brown bear calie this amazing took her shot within 20ft away walking right towards her her first ever straight on chest shot and she split https hunting huntinglife huntingisconservation bearhunting alaskalife alaska https
8458,"Rout in markets continues; Bank Nifty cracks 2% - At 1 pm, the S&amp;P BSE Sensex tanked 450 points at 25,711 and N... https://t.co/ntPcBTJuHT",twitter,0,rout markets continues bank nifty cracks 2 1 pm amp p bse sensex tanked 450 points n https,rout in markets continues bank nifty cracks 2 at 1 pm the s amp p bse sensex tanked 450 points at and n https
8459,@LittleMix My birthday is August 14 And I want to have your follow before August 14 http://t.co/ltWPPUujGT,twitter,0,birthday august 14 want follow august 14 http,my birthday is august 14 and i want to have your follow before august 14 http
